CODE;NAME;COMMENT;LAST UPDATE;BIG THEME;SOURCE ACRONYM;SOURCE;SOURCE URL;FREQUENCY;MEASURE;UNIT;SERIES STATUS;THEME CODE;COUNTRY;NUMERICA;THEME
ONS12_HIDR12;Energia elétrica - geração - hidráulica - quantidade;"A energia elétrica no Brasil é dada através de uma matriz que é composta por energias renováveis e não renováveis. As renováveis têm seus recursos encontrados na natureza e estes são inesgotáveis ao passo que as não renováveis são esgotáveis. Sendo assim a matriz energética brasileira é composta por hidráulica, eólica, solar e as térmicas que são: gás, carvão, petróleo, nuclear, biomassa e outros. A biomassa, das térmicas, é a única renovável. A Eletrobras tem como atribuição a promoção de estudos, projetos de construção e operação de usinas de geração, linhas de transmissão e distribuição de energia elétrica, bem como a celebração dos atos de comércio decorrentes dessas atividades, como a comercialização de energia elétrica. Geração de energia elétrica é a conversão de uma forma qualquer de energia em energia elétrica.Hidráulica é a instalação na qual a energia potencial e cinética da água é transformada em energia elétrica. Pode ser do tipo fio de água ou de regulação. É o aproveitamento de potencial hidráulico de potência instalada maior do que 30.000 kW. Nota: Quadro: Geração de energia. Nos.: Dados referentes ao sistema nacional integrado (SIN). Mais informações:  http://www.ons.org.br/paginas/conhecimento/glossario, <a href=""../doc/NT.EPE.DEA.SEE.005.2021 - BEN _ Manual 2020_vf.pdf"">Balanço Energético Nacional - Manual Metodológico 1ª edição</a> e <a href=""../doc/Anuário Estatístico de Energia Elétrica 2020.pdf"">Anuário Estatístico de Energia Elétrica 2020</a>.";2022-07-04 18:46:00.790;Macroeconômico;ONS;Operador Nacional do Sistema Elétrico (ONS);www.ons.org.br;Mensal;GWh;.;A;1;BRA;True;Produção
ONS12_NUCL12;Energia elétrica - geração - termo nuclear - quantidade;"A energia elétrica no Brasil é dada através de uma matriz que é composta por energias renováveis e não renováveis. As renováveis têm seus recursos encontrados na natureza e estes são inesgotáveis ao passo que as não renováveis são esgotáveis. Sendo assim a matriz energética brasileira é composta por hidráulica, eólica, solar e as térmicas que são: gás, carvão, petróleo, nuclear, biomassa e outros. A biomassa, das térmicas, é a única renovável. A Eletrobras tem como atribuição a promoção de estudos, projetos de construção e operação de usinas de geração, linhas de transmissão e distribuição de energia elétrica, bem como a celebração dos atos de comércio decorrentes dessas atividades, como a comercialização de energia elétrica. Geração de energia elétrica é a conversão de uma forma qualquer de energia em energia elétrica.Instalação na qual a energia liberada a partir de combustível nuclear é convertida em energia elétrica. Produz energia elétrica com geradores acoplados a máquinas térmicas (turbinas), as quais, por sua vez, obtêm a energia mecânica para movimentá-las a partir da transformação da energia térmica resultante de fissão nuclear controlada. Nota: Quadro: Geração de energia. Nos.: Dados referentes ao sistema nacional integrado (SIN). Mais informações:  http://www.ons.org.br/paginas/conhecimento/glossario, <a href=""../doc/NT.EPE.DEA.SEE.005.2021 - BEN _ Manual 2020_vf.pdf"">Balanço Energético Nacional - Manual Metodológico 1ª edição</a> e <a href=""../doc/Anuário Estatístico de Energia Elétrica 2020.pdf"">Anuário Estatístico de Energia Elétrica 2020</a>.";2022-07-04 18:46:00.790;Macroeconômico;ONS;Operador Nacional do Sistema Elétrico (ONS);www.ons.org.br;Mensal;GWh;.;A;1;BRA;True;Produção
ACSP12_SCPCC12;SPC - número de consultas;Serviço de Proteção ao Crédito (SPC).  Obs.: Devido à centralização dos registros através da Rede Integrada de Proteção ao Crédito (RIPC), a partir de jun. 1999 os dados para a capital passaram a ser estimados.;2022-07-11 16:24:01.653;Macroeconômico;ACSP/IEGV;Associação Comercial de São Paulo, Boletim do Instituto de Economia Gastão Vidigal  (ACSP/IEGV);www.acsp.com.br;Mensal;Unidade;;A;2;BRA;True;Consumo e vendas
ACSP12_TELCH12;Usecheque - número de consultas;"Usecheque é um sistema cadastral, de âmbito nacional, que faz um cruzamento dos CPFs e outros dados pessoais dos usuários com os números dos cheques consultados, de modo a facilitar a identificação de cheques adulterados e evitar fraudes e golpes no comércio em geral; Série denominada Telecheque até o mês setembro de 2001.";2022-07-11 16:24:01.653;Macroeconômico;ACSP/IEGV;Associação Comercial de São Paulo, Boletim do Instituto de Economia Gastão Vidigal  (ACSP/IEGV);www.acsp.com.br;Mensal;Unidade;;A;2;BRA;True;Consumo e vendas
CNI12_VENREA12;Indicadores Industriais - faturamento real - indústria - índice (média 2006 = 100);"A pesquisa Indicadores Industriais tem o objetivo de mapear a evolução mensal da atividade industrial brasileira. A  pesquisa  Indicadores  Industriais  abrange 12   estados  que respondem por 93,9% do PIB industrial do Brasil e por mais  de 90% do total das   variáveis investigadas. Mais informações: <a href=""../doc/indicadoresindustriais_metodologia_versao_2_5.pdf"">Indicadores Industriais - Metodologia</a>.";2022-07-05 13:08:00.743;Macroeconômico;CNI;Confederação Nacional da Indústria;www.cni.org.br;Mensal;-;;A;2;BRA;True;Consumo e vendas
CNI12_VENRED12;Indicadores Industriais - faturamento real - indústria - índice dessazonalizado (média 2006 = 100);"A pesquisa Indicadores Industriais tem o objetivo de mapear a evolução mensal da atividade industrial brasileira. A  pesquisa  Indicadores  Industriais  abrange 12   estados  que respondem por 93,9% do PIB industrial do Brasil e por mais  de 90% do total das   variáveis investigadas. Mais informações: <a href=""../doc/indicadoresindustriais_metodologia_versao_2_5.pdf"">Indicadores Industriais - Metodologia</a>.";2022-07-05 13:08:00.743;Macroeconômico;CNI;Confederação Nacional da Indústria;www.cni.org.br;Mensal;-;;A;2;BRA;True;Consumo e vendas
BM12_CCA12;Operações de crédito - concessões - total;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.  As concessões correspondem ao valor das novas operações de crédito realizadas no período de referência. Tratam-se de desembolsos referentes a empréstimos e financiamentos efetivamente creditados ao tomador do crédito, ou seja, Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado.  Considera-se o Total como as concessões de crédito tanto cliente pessoa física ou pessoa jurídica. Elaboração Bacen: Os valores informados correspondem às concessões ocorridas no mês de referência. Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:10:00.643;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;R$;milhões;A;3;BRA;True;Moeda e crédito
BM12_CCAPF12;Operações de crédito - concessões - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.  As concessões correspondem ao valor das novas operações de crédito realizadas no período de referência. Tratam-se de desembolsos referentes a empréstimos e financiamentos efetivamente creditados ao tomador do crédito, ou seja, Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado.  Classificação por tipo de cliente: pessoa física (PF). Elaboração Bacen: Os valores informados correspondem às concessões ocorridas no mês de referência. Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:12:00.447;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;R$;milhões;A;3;BRA;True;Moeda e crédito
BM12_CCAPJ12;Operações de crédito - concessões - pessoa jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.  As concessões correspondem ao valor das novas operações de crédito realizadas no período de referência. Tratam-se de desembolsos referentes a empréstimos e financiamentos efetivamente creditados ao tomador do crédito, ou seja, Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado.  Classificação por tipo de cliente: pessoa jurídica (PJ). Elaboração Bacen: Os valores informados correspondem às concessões ocorridas no mês de referência. Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:12:00.447;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;R$;milhões;A;3;BRA;True;Moeda e crédito
BM12_CIN12;Operações de crédito - inadimplência da carteira de crédito  - total;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
 A taxa de inadimplência da carteira é o percentual da carteira de crédito do Sistema Financeiro Nacional com pelo menos uma parcela com atraso superior a 90 dias e não baixadop ara prejuízo. Ou seja, trata-se do somatório do saldo das operações de crédito com atraso acima de 90 dias e não baixado para prejuízo, dividido pelo saldo total de crédito da carteira.  Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado. Considera-se como Total a inadimplência de carteira de crédito tanto cliente pessoa física como pessoa jurídica. Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(%);;A;3;BRA;True;Moeda e crédito
BM12_CINPF12;Operações de crédito - inadimplência da carteira de crédito - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
 A taxa de inadimplência da carteira é o percentual da carteira de crédito do Sistema Financeiro Nacional com pelo menos uma parcela com atraso superior a 90 dias e não baixadop ara prejuízo. Ou seja, trata-se do somatório do saldo das operações de crédito com atraso acima de 90 dias e não baixado para prejuízo, dividido pelo saldo total de crédito da carteira.  Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado. Classificação por tipo de cliente: pessoa física (PF).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(%);;A;3;BRA;True;Moeda e crédito
BM12_CINPJ12;Operações de crédito - inadimplência da carteira de crédito - pessoa Jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
 A taxa de inadimplência da carteira é o percentual da carteira de crédito do Sistema Financeiro Nacional com pelo menos uma parcela com atraso superior a 90 dias e não baixadop ara prejuízo. Ou seja, trata-se do somatório do saldo das operações de crédito com atraso acima de 90 dias e não baixado para prejuízo, dividido pelo saldo total de crédito da carteira.  Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado. Classificação por tipo de cliente: pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;(%);;A;3;BRA;True;Moeda e crédito
BM12_CPCA12;Operações de crédito - prazo médio da carteira de crédito - total;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
 Prazo médio da carteira de crédito refere-se ao prazo para vencimento de cada parcela dos financiamentos, ponderado pelo respectivo valor. Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado. O prazo médio da carteira é a média dos prazos de cada pagamento (número de dias corridos entre o último dia útil de cada mês e a data de vencimento da parcela, dividido por 30) previsto nos contratos, ponderada pelo valor da respectiva parcela. No caso de operações em atraso são consideradas somente as carteiras com atraso até 90 (noventa) dias, cujo prazo considerado na apuração é de 1 (um) dia.  Considera-se como total o prazo médio da carteira de crédito tanto cliente pessoa física ou pessoa jurídica. Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;Meses;;A;3;BRA;True;Moeda e crédito
BM12_CPCAPF12;Operações de crédito - prazo médio da carteira de crédito - pessoa física;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
 Prazo médio da carteira de crédito refere-se ao prazo para vencimento de cada parcela dos financiamentos, ponderado pelo respectivo valor. Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado. O prazo médio da carteira é a média dos prazos de cada pagamento (número de dias corridos entre o último dia útil de cada mês e a data de vencimento da parcela, dividido por 30) previsto nos contratos, ponderada pelo valor da respectiva parcela. No caso de operações em atraso são consideradas somente as carteiras com atraso até 90 (noventa) dias, cujo prazo considerado na apuração é de 1 (um) dia.  Classificação por tipo de cliente: pessoa física (PF).Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;Meses;;A;3;BRA;True;Moeda e crédito
BM12_CPCAPJ12;Operações de crédito - prazo médio da carteira de crédito - pessoa Jurídica;"Estatísticas das operações de crédito do Sistema Financeiro Nacional.   
Prazo médio da carteira de crédito refere-se ao prazo para vencimento de cada parcela dos financiamentos, ponderado pelo respectivo valor. Inclui operações contratadas no segmento de crédito livre e no segmento de crédito direcionado. O prazo médio da carteira é a média dos prazos de cada pagamento (número de dias corridos entre o último dia útil de cada mês e a data de vencimento da parcela, dividido por 30) previsto nos contratos, ponderada pelo valor da respectiva parcela. No caso de operações em atraso são consideradas somente as carteiras com atraso até 90 (noventa) dias, cujo prazo considerado na apuração é de 1 (um) dia. Classificação por tipo de cliente: pessoa jurídica (PJ). Mais informações: <a href=""../doc/glossariocredito.pdf"">GLOSSÁRIO</a>; <a href=""../doc/notaempr.pdf"">Nota para a Imprensa de Política Monetária e Operações de Crédito</a>; <a href=""../doc/notaempr201502.pdf"">Nota Metodológica – Revisão da estrutura de dados de crédito – Fevereiro de 2015</a> e SGS- Sistema de Gerenciamento de Séries Temporais, Banco Central.";2022-07-27 12:14:00.423;Macroeconômico;Bacen/Notas Imprensa/Moeda;Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Política Monetária e Operações de Crédito do SFN (Bacen/Notas Imprensa/Moeda);http://www.bcb.gov.br;Mensal;Meses;;A;3;BRA;True;Moeda e crédito
